# policy_name: Cosmic
# run_path: /home/vrushabh-zinage/cosmic_ms_workspace/dedup/nextto
# dt: 0.067
# max_steps: None
policy,category,successes,total,success_rate_pct,ci_95_low_pct,ci_95_high_pct,jerk_joint_mean,jerk_joint_std
Cosmic,Objachefsknife,1,1,100.0,15.81,98.74,20.679342,0.0
Cosmic,Objachesspiece,2,4,50.0,14.66,85.34,19.78344,1.865129
Cosmic,Objachewinggumpackage,1,1,100.0,15.81,98.74,28.399376,0.0
Cosmic,Objachisel,1,4,25.0,5.27,71.64,4.972252,8.611706
Cosmic,Objachocolate,1,1,100.0,15.81,98.74,26.768375,0.0
Cosmic,Objachocolatebar,0,1,0.0,1.26,84.19,38.303572,0.0
Cosmic,Objachocolatebunny,1,3,33.33,6.76,80.59,20.342884,3.469613
Cosmic,Objachocolatemold,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objacircuitboard,0,1,0.0,1.26,84.19,131.584844,0.0
Cosmic,Objaclamp,2,2,100.0,29.24,99.16,36.310955,9.978465
Cosmic,Objaclaydish,3,3,100.0,39.76,99.37,28.653195,3.494975
Cosmic,Objaclaytablet,0,2,0.0,0.84,70.76,84.82613,63.859711
Cosmic,Objacleaningsponge,0,4,0.0,0.51,52.18,9.727035,7.136444
Cosmic,Objaclothesiron,1,3,33.33,6.76,80.59,32.87013,6.749028
Cosmic,Objaclothespin,1,1,100.0,15.81,98.74,23.919011,0.0
Cosmic,Objacoathook,0,1,0.0,1.26,84.19,18.372744,0.0
Cosmic,Objacoilspring,1,2,50.0,9.43,90.57,25.361897,25.361615
Cosmic,Objacollar,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objacomponent,0,1,0.0,1.26,84.19,201.820349,0.0
Cosmic,Objacomputermouse,2,2,100.0,29.24,99.16,19.481342,0.507758
Cosmic,Objaconcealedhinge,0,1,0.0,1.26,84.19,40.081609,0.0
Cosmic,Objaconnector,0,1,0.0,1.26,84.19,14.349675,0.0
Cosmic,Objacookie,0,1,0.0,1.26,84.19,17.630463,0.0
Cosmic,Objacookingpot,1,1,100.0,15.81,98.74,32.399802,0.0
Cosmic,Objacorkscrew,1,3,33.33,6.76,80.59,46.263511,21.438736
Cosmic,Objacornermolding,2,2,100.0,29.24,99.16,28.352195,2.770465
Cosmic,Objacostumefigure,0,1,0.0,1.26,84.19,35.48195,0.0
Cosmic,Objacrown,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objacrucifix,1,1,100.0,15.81,98.74,24.155218,0.0
Cosmic,Objacrumpledpaper,0,1,0.0,1.26,84.19,23.763019,0.0
Cosmic,Objacucumber,1,4,25.0,5.27,71.64,19.768092,21.146513
Cosmic,Objacup,1,1,100.0,15.81,98.74,30.227016,0.0
Cosmic,Objacurtainrod,1,1,100.0,15.81,98.74,23.198871,0.0
Cosmic,Objacylinderseal,2,2,100.0,29.24,99.16,20.701235,1.493495
Cosmic,Objadecorativearrow,2,3,66.67,19.41,93.24,19.594663,0.816251
Cosmic,Objadecorativeartifact,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objadecorativebell,0,2,0.0,0.84,70.76,22.042443,2.225745
Cosmic,Objadecorativebird,4,4,100.0,47.82,99.49,27.149374,9.997158
Cosmic,Objadecorativeblades,1,1,100.0,15.81,98.74,25.053998,0.0
Cosmic,Objadecorativebottle,1,2,50.0,9.43,90.57,27.832954,6.568258
Cosmic,Objadecorativebowl,1,1,100.0,15.81,98.74,65.030424,0.0
Cosmic,Objadecorativebust,1,1,100.0,15.81,98.74,20.053309,0.0
Cosmic,Objadecorativecamera,0,1,0.0,1.26,84.19,7874.875638,0.0
Cosmic,Objadecorativecandle,0,2,0.0,0.84,70.76,32.207243,10.901257
Cosmic,Objadecorativecard,0,3,0.0,0.63,60.24,23.456181,17.89646
Cosmic,Objadecorativecarving,1,1,100.0,15.81,98.74,29.407721,0.0
Cosmic,Objadecorativecat,1,2,50.0,9.43,90.57,23.130667,1.897888
Cosmic,Objadecorativechain,2,2,100.0,29.24,99.16,24.685314,2.517694
Cosmic,Objadecorativeclub,1,2,50.0,9.43,90.57,11.449639,11.449358
Cosmic,Objadecorativecrown,1,1,100.0,15.81,98.74,29.854075,0.0
Cosmic,Objadecorativedevice,1,1,100.0,15.81,98.74,12.092924,0.0
Cosmic,Objadecorativedisc,0,1,0.0,1.26,84.19,21.988798,0.0
Cosmic,Objadecorativedragonfigure,1,1,100.0,15.81,98.74,28.521166,0.0
Cosmic,Objadecorativeemblem,0,2,0.0,0.84,70.76,387.901358,268.367569
Cosmic,Objadecorativeeye,0,1,0.0,1.26,84.19,38.18658,0.0
Cosmic,Objadecorativeeyesculpture,1,1,100.0,15.81,98.74,70.773987,0.0
Cosmic,Objadecorativefish,0,1,0.0,1.26,84.19,33.64706,0.0
Cosmic,Objadecorativefishsculpture,0,1,0.0,1.26,84.19,39.595029,0.0
Cosmic,Objadecorativefixture,1,2,50.0,9.43,90.57,45.706033,24.736589
Cosmic,Objadecorativefruit,0,1,0.0,1.26,84.19,20.952652,0.0
Cosmic,Objadecorativegoblet,0,2,0.0,0.84,70.76,17.272452,17.272171
Cosmic,Objadecorativehelmet,0,1,0.0,1.26,84.19,38.390258,0.0
Cosmic,Objadecorativehook,0,1,0.0,1.26,84.19,132.998397,0.0
Cosmic,Objadecorativehorn,1,2,50.0,9.43,90.57,31.23702,4.251553
Cosmic,Objadecorativehourglass,1,2,50.0,9.43,90.57,35.697277,18.795813
Cosmic,Objadecorativeinsect,1,3,33.33,6.76,80.59,31.728968,23.151746
Cosmic,Objadecorativeitem,0,1,0.0,1.26,84.19,27.762965,0.0
Cosmic,Objadecorativejug,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objadecorativeknife,0,1,0.0,1.26,84.19,40.548734,0.0
Cosmic,Objadecorativemallet,1,1,100.0,15.81,98.74,29.616973,0.0
Cosmic,Objadecorativemap,0,1,0.0,1.26,84.19,15.637755,0.0
Cosmic,Objadecorativemedallion,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objadecorativemodel,0,2,0.0,0.84,70.76,24.205543,5.025829
Cosmic,Objadecorativenameplate,1,2,50.0,9.43,90.57,15.583532,15.583251
Cosmic,Objadecorativepaddle,1,1,100.0,15.81,98.74,31.950916,0.0
Cosmic,Objadecorativepetal,1,1,100.0,15.81,98.74,32.380711,0.0
Cosmic,Objadecorativepiece,1,1,100.0,15.81,98.74,27.322008,0.0
Cosmic,Objadecorativeplatform,0,1,0.0,1.26,84.19,32.734945,0.0
Cosmic,Objadecorativereplica,0,1,0.0,1.26,84.19,12.530934,0.0
Cosmic,Objadecorativerod,0,1,0.0,1.26,84.19,18.895124,0.0
Cosmic,Objadecorativescepter,1,3,33.33,6.76,80.59,90.20083,101.410322
Cosmic,Objadecorativescript,2,4,50.0,14.66,85.34,24.219323,5.623914
Cosmic,Objadecorativescroll,0,2,0.0,0.84,70.76,20.370179,3.091908
Cosmic,Objadecorativesign,0,2,0.0,0.84,70.76,31.135458,31.135177
Cosmic,Objadecorativespike,0,1,0.0,1.26,84.19,163.141523,0.0
Cosmic,Objadecorativestake,1,2,50.0,9.43,90.57,12.450093,12.449812
Cosmic,Objadecorativestick,1,1,100.0,15.81,98.74,33.088238,0.0
Cosmic,Objadecorativestrip,0,2,0.0,0.84,70.76,31.892802,12.735868
Cosmic,Objadecorativesymbol,0,1,0.0,1.26,84.19,19.182559,0.0
Cosmic,Objadecorativetag,1,2,50.0,9.43,90.57,44.751684,44.751403
Cosmic,Objadecorativetext,0,1,0.0,1.26,84.19,18.061036,0.0
Cosmic,Objadecorativetorch,0,1,0.0,1.26,84.19,22.479723,0.0
Cosmic,Objadecorativetrim,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objadecorativewand,2,2,100.0,29.24,99.16,31.728438,4.474749
Cosmic,Objadecorativewedge,2,4,50.0,14.66,85.34,38.63157,20.599079
Cosmic,Objadecorativewindmill,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objadecorativewoodpiece,0,1,0.0,1.26,84.19,32.114296,0.0
Cosmic,Objadentures,0,2,0.0,0.84,70.76,0.000281,0.0
Cosmic,Objadeskcalendar,1,2,50.0,9.43,90.57,49.367914,4.956578
Cosmic,Objadie,0,2,0.0,0.84,70.76,138.324473,83.578225
Cosmic,Objadigitalcamera,0,2,0.0,0.84,70.76,26.118694,10.90268
Cosmic,Objadigitalradio,2,2,100.0,29.24,99.16,31.153728,10.306309
Cosmic,Objadish,1,3,33.33,6.76,80.59,117.354794,133.812572
Cosmic,Objadisk,1,1,100.0,15.81,98.74,6.55338,0.0
Cosmic,Objadispenser,0,2,0.0,0.84,70.76,26.505631,2.679623
Cosmic,Objadisposablecoffeecup,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objadnamodel,2,2,100.0,29.24,99.16,29.473876,0.194443
Cosmic,Objadogtoy,1,1,100.0,15.81,98.74,22.408484,0.0
Cosmic,Objadoorknocker,0,2,0.0,0.84,70.76,20.970157,8.695743
Cosmic,Objadoorlock,1,2,50.0,9.43,90.57,27.586569,8.641987
Cosmic,Objadraftingcompass,0,3,0.0,0.63,60.24,21.22893,2.50271
Cosmic,Objadriedfish,2,2,100.0,29.24,99.16,21.335609,1.961515
Cosmic,Objadrillbit,1,1,100.0,15.81,98.74,31.726002,0.0
Cosmic,Objaeducationaltoy,1,2,50.0,9.43,90.57,19.924721,6.089961
Cosmic,Objaelectricalcomponent,2,2,100.0,29.24,99.16,25.251681,0.438478
Cosmic,Objaelectricalconnector,0,3,0.0,0.63,60.24,18.718492,0.743208
Cosmic,Objaelectricaltransformer,0,1,0.0,1.26,84.19,31.199816,0.0
Cosmic,Objaelectronicdisplay,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objaemergencyexitsign,0,1,0.0,1.26,84.19,427.294409,0.0
Cosmic,Objaemergencyradio,0,1,0.0,1.26,84.19,46.412227,0.0
Cosmic,Objaenvelope,1,1,100.0,15.81,98.74,18.858557,0.0
Cosmic,Objaerlenmeyerflask,1,1,100.0,15.81,98.74,17.044566,0.0
Cosmic,Objaexplosivedevice,1,1,100.0,15.81,98.74,4.877727,0.0
Cosmic,Objaeyeglasses,1,2,50.0,9.43,90.57,19.014853,3.328381
Cosmic,Objaeyemodel,1,1,100.0,15.81,98.74,31.815688,0.0
Cosmic,Objaeyewearframe,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objafabricroll,0,2,0.0,0.84,70.76,8.507337,8.507056
Cosmic,Objafantasybook,0,1,0.0,1.26,84.19,33.086348,0.0
Cosmic,Objafantasyhammer,1,1,100.0,15.81,98.74,27.32975,0.0
Cosmic,Objafibercleaver,0,1,0.0,1.26,84.19,20.272065,0.0
Cosmic,Objafilmcamera,1,1,100.0,15.81,98.74,29.302237,0.0
Cosmic,Objafinial,1,2,50.0,9.43,90.57,25.07074,25.070459
Cosmic,Objafiredepartmentconnection,1,1,100.0,15.81,98.74,78.628561,0.0
Cosmic,Objaflask,3,3,100.0,39.76,99.37,28.333285,7.15197
Cosmic,Objaflatbread,1,1,100.0,15.81,98.74,5.255507,0.0
Cosmic,Objaflower,0,1,0.0,1.26,84.19,18.482998,0.0
Cosmic,Objaflowerpot,1,2,50.0,9.43,90.57,32.858429,19.058014
Cosmic,Objaflowersculpture,0,1,0.0,1.26,84.19,19.095204,0.0
Cosmic,Objafoil,0,1,0.0,1.26,84.19,14.69471,0.0
Cosmic,Objafoodcan,0,1,0.0,1.26,84.19,47.232766,0.0
Cosmic,Objafoodcontainer,1,1,100.0,15.81,98.74,19.801874,0.0
Cosmic,Objafoodpackaging,1,2,50.0,9.43,90.57,19.620632,0.571098
Cosmic,Objafoodpacket,3,4,75.0,28.36,94.73,23.570851,3.798196
Cosmic,Objafountainpen,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objafrenchpress,0,2,0.0,0.84,70.76,26.830086,4.878451
Cosmic,Objafruit,0,1,0.0,1.26,84.19,41.383422,0.0
Cosmic,Objafunnel,1,1,100.0,15.81,98.74,18.022227,0.0
Cosmic,Objafuturisticdisc,0,2,0.0,0.84,70.76,19.982174,19.981893
Cosmic,Objagamingmouse,1,1,100.0,15.81,98.74,11.032903,0.0
Cosmic,Objagardengnome,2,4,50.0,14.66,85.34,25.547214,1.199641
Cosmic,Objagardenhoseconnector,1,1,100.0,15.81,98.74,33.01324,0.0
Cosmic,Objagardenhosenozzle,0,4,0.0,0.51,52.18,27.792619,19.489
Cosmic,Objagardenstake,1,1,100.0,15.81,98.74,32.939985,0.0
Cosmic,Objagardentrowel,1,1,100.0,15.81,98.74,28.820881,0.0
Cosmic,Objagarlic,1,3,33.33,6.76,80.59,12.479753,10.290689
Cosmic,Objagarlicbulb,0,1,0.0,1.26,84.19,15.655808,0.0
Cosmic,Objagastorch,3,3,100.0,39.76,99.37,20.406792,2.247975
Cosmic,Objagavel,3,4,75.0,28.36,94.73,25.379619,5.663259
Cosmic,Objageigercounter,0,1,0.0,1.26,84.19,37.099483,0.0
Cosmic,Objagemstone,0,3,0.0,0.63,60.24,48.221148,24.660119
Cosmic,Objageologicalspecimen,0,1,0.0,1.26,84.19,30.243215,0.0
Cosmic,Objagimbalcamera,1,1,100.0,15.81,98.74,16.195266,0.0
Cosmic,Objagingerroot,2,2,100.0,29.24,99.16,44.709362,24.995184
Cosmic,Objaglove,0,1,0.0,1.26,84.19,29.235673,0.0
Cosmic,Objagoblet,2,3,66.67,19.41,93.24,26.108255,11.372692
Cosmic,Objagourd,0,1,0.0,1.26,84.19,21.524955,0.0
Cosmic,Objagpsdevice,2,4,50.0,14.66,85.34,29.810907,8.021101
Cosmic,Objagraphicscard,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objagreetingcard,2,4,50.0,14.66,85.34,44.146936,50.099951
Cosmic,Objagrenade,2,3,66.67,19.41,93.24,25.938893,1.03703
Cosmic,Objaguitareffectspedal,0,3,0.0,0.63,60.24,27.151651,7.168971
Cosmic,Objagunsuppressor,1,1,100.0,15.81,98.74,26.160537,0.0
Cosmic,Objahairdryer,0,1,0.0,1.26,84.19,18.754558,0.0
Cosmic,Objahandaxe,3,3,100.0,39.76,99.37,31.765047,12.050139
Cosmic,Objahandbell,2,3,66.67,19.41,93.24,20.381303,14.399343
Cosmic,Objahanddrill,2,2,100.0,29.24,99.16,65.995309,28.459045
Cosmic,Objahandgrenade,0,1,0.0,1.26,84.19,18.751721,0.0
Cosmic,Objahandhelddevice,1,4,25.0,5.27,71.64,41.381076,41.312135
Cosmic,Objahandheldgameconsole,1,1,100.0,15.81,98.74,20.775002,0.0
Cosmic,Objahandheldmirror,0,2,0.0,0.84,70.76,19.940186,0.68508
Cosmic,Objahandheldradio,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objahandheldscanner,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objahandheldtool,3,3,100.0,39.76,99.37,26.983974,3.28776
Cosmic,Objahandheldvacuumcleaner,1,1,100.0,15.81,98.74,69.410926,0.0
Cosmic,Objahandle,0,2,0.0,0.84,70.76,33.021575,12.239596
Cosmic,Objahandmirror,1,2,50.0,9.43,90.57,29.464351,4.9695
Cosmic,Objahandmodel,1,2,50.0,9.43,90.57,33.434052,6.356994
Cosmic,Objahandplane,0,3,0.0,0.63,60.24,24.070542,8.586273
Cosmic,Objahandplaner,0,1,0.0,1.26,84.19,17.311594,0.0
Cosmic,Objahandtool,1,3,33.33,6.76,80.59,26.300156,6.431379
Cosmic,Objahangingpot,0,1,0.0,1.26,84.19,15.083914,0.0
Cosmic,Objahatchet,1,1,100.0,15.81,98.74,24.967122,0.0
Cosmic,Objaheadphones,1,1,100.0,15.81,98.74,29.341402,0.0
Cosmic,Objaheadpiece,0,1,0.0,1.26,84.19,20.08375,0.0
Cosmic,Objaheadset,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objahikingshoe,0,1,0.0,1.26,84.19,19.202127,0.0
Cosmic,Objahinge,1,4,25.0,5.27,71.64,30.430715,11.515281
Cosmic,Objaholographicprojector,1,3,33.33,6.76,80.59,27.13556,3.505726
Cosmic,Objahook,0,1,0.0,1.26,84.19,15.162663,0.0
Cosmic,Objahourglass,2,2,100.0,29.24,99.16,32.199337,8.098807
Cosmic,Objahumanhandmodel,1,1,100.0,15.81,98.74,34.137046,0.0
Cosmic,Objaicecreamcone,0,1,0.0,1.26,84.19,23.828758,0.0
Cosmic,Objaimmersionblender,0,1,0.0,1.26,84.19,51.245974,0.0
Cosmic,Objainsect,3,4,75.0,28.36,94.73,29.551293,7.337175
Cosmic,Objainsectsculpture,0,1,0.0,1.26,84.19,40.645183,0.0
Cosmic,Objainstantcamera,0,1,0.0,1.26,84.19,24.269341,0.0
Cosmic,Objainsulationpanel,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objajewelrybox,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objajuicer,2,2,100.0,29.24,99.16,23.104823,1.462465
Cosmic,Objakeychainholder,0,1,0.0,1.26,84.19,35.346705,0.0
Cosmic,Objakeyholder,1,2,50.0,9.43,90.57,11.619269,11.618987
Cosmic,Objakeypad,2,5,40.0,11.81,77.72,15.903008,8.597572
Cosmic,Objakitchenknife,1,1,100.0,15.81,98.74,21.453708,0.0
Cosmic,Objaknife,1,2,50.0,9.43,90.57,12.245092,12.244811
Cosmic,Objakokeshidoll,0,1,0.0,1.26,84.19,10.219689,0.0
Cosmic,Objakylix,2,2,100.0,29.24,99.16,25.555869,2.804552
Cosmic,Objalantern,1,3,33.33,6.76,80.59,116.66871,125.423235
Cosmic,Objalemonsqueezer,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objalever,0,1,0.0,1.26,84.19,308.40624,0.0
Cosmic,Objalid,2,2,100.0,29.24,99.16,7.046433,0.31662
Cosmic,Objalighthouse,0,1,0.0,1.26,84.19,38.61941,0.0
Cosmic,Objalightswitchcoverplate,1,2,50.0,9.43,90.57,9.338444,9.338163
Cosmic,Objalinearrail,0,1,0.0,1.26,84.19,23.975403,0.0
Cosmic,Objalintroller,0,2,0.0,0.84,70.76,25.384327,5.2308
Cosmic,Objalockingpliers,1,3,33.33,6.76,80.59,15.27156,11.284713
Cosmic,Objalogo,1,1,100.0,15.81,98.74,20.326014,0.0
Cosmic,Objalogoplaque,0,1,0.0,1.26,84.19,26.930848,0.0
Cosmic,Objaluggagetag,0,1,0.0,1.26,84.19,45.155428,0.0
Cosmic,Objamace,1,1,100.0,15.81,98.74,59.860159,0.0
Cosmic,Objamagicwand,0,1,0.0,1.26,84.19,21.086,0.0
Cosmic,Objamagnet,1,1,100.0,15.81,98.74,69.430537,0.0
Cosmic,Objamagnifyingglass,0,1,0.0,1.26,84.19,14.168777,0.0
Cosmic,Objamannequinhand,0,1,0.0,1.26,84.19,66.080096,0.0
Cosmic,Objamanualjuicer,0,1,0.0,1.26,84.19,46.054295,0.0
Cosmic,Objamarblesculpture,0,2,0.0,0.84,70.76,29.938942,1.838935
Cosmic,Objamarbleslab,0,1,0.0,1.26,84.19,62.760077,0.0
Cosmic,Objamarchingbandhat,0,2,0.0,0.84,70.76,46.597898,46.597617
Cosmic,Objamarker,0,3,0.0,0.63,60.24,27.02584,11.814106
Cosmic,Objamarkerpen,1,1,100.0,15.81,98.74,27.077005,0.0
Cosmic,Objamarkerstand,1,2,50.0,9.43,90.57,39.668768,3.218035
Cosmic,Objamatryoshkadoll,0,1,0.0,1.26,84.19,17.524513,0.0
Cosmic,Objameat,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objamechanicalclock,1,2,50.0,9.43,90.57,51.885477,17.105795
Cosmic,Objamechanicalgauntlet,1,1,100.0,15.81,98.74,29.402746,0.0
Cosmic,Objamechanicalmodel,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objamedal,3,3,100.0,39.76,99.37,41.211675,32.216973
Cosmic,Objamedallion,1,1,100.0,15.81,98.74,23.62275,0.0
Cosmic,Objamegaphone,0,1,0.0,1.26,84.19,0.000281,0.0
Cosmic,Objametalplate,0,2,0.0,0.84,70.76,9.119997,9.119716
Cosmic,Objametalrail,1,1,100.0,15.81,98.74,55.85895,0.0
Cosmic,Objametalring,1,4,25.0,5.27,71.64,19.217642,15.341206
Cosmic,Objametalrod,1,1,100.0,15.81,98.74,23.242513,0.0
Cosmic,Objamicrophone,0,2,0.0,0.84,70.76,23.658119,3.920924
Cosmic,Objamilkcarton,1,3,33.33,6.76,80.59,14.71354,11.212977
Cosmic,Objaminiaturemodel,0,1,0.0,1.26,84.19,34.081124,0.0
Cosmic,Objaminiaturemonument,0,1,0.0,1.26,84.19,46.809276,0.0
Cosmic,Objaminiaturetower,0,2,0.0,0.84,70.76,119.169929,70.84339
